Title,Album,Lyrics
Wildest Dreams,1989,"[Intro]

[Verse 1]
He said, ""Let's get out of this town
Drive out of this city, away from the crowds""
I thought, ""Heaven can't help me now""
Nothing lasts forever
But this is gonna take me down

[Pre-Chorus 1]
He's so tall and handsome as hell
He's so bad, but he does it so well
I can see the end as it begins
My one condition is

[Chorus]
Say you'll remember me
Standing in a nice dress
Staring at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just in your
Wildest dreams, ah-aah, haa
Wildest dreams, ah-aah, haa

[Verse 2]
I said, ""No one has to know what we do""
His hands are in my hair, his clothes are in my room
And his voice is a familiar sound
Nothing lasts forever
But this is gettin' good now

[Pre-Chorus 2]
He's so tall and handsome as hell
He's so bad, but he does it so well
And when we've had our very last kiss
My last request, it is

[Chorus]
Say you'll remember me
Standing in a nice dress
Staring at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just in your
Wildest dreams, ah-aah, haa (Ah-aah, haa)
Wildest dreams, ah-aah, haa

[Bridge]
You'll see me in hindsight, tangled up with you all night
Burnin' it down
Someday when you leave me, I'd bet these memories
Follow you around
You'll see me in hindsight, tangled up with you all night
Burning (Burning) it (It) down (Down)
Someday when you leave me, I'll bet these memories
Follow (Follow) you (You) around (Around)
(Follow you around)

[Breakdown]
Say you'll remember me
Standing in a nice dress
Staring at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just pretend

[Chorus]
Say you'll remember me
Standing in a nice dress
Staring at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just in your (Pretend, just pretend)
Wildest dreams, ah-aah, ha (Ah-aah-aah-aah-aah-hafhaa)
In your wildest dreams, ah-aah, haa
Even if it's just in your
Wildest dreams, ah-aah, haa
In your wildest dreams, ah-aah, haa"
A Perfectly Good Heart,Taylor Swift,"[Chorus]
Why would you wanna break a perfectly good heart?
Why would you wanna take our love and tear it all apart, now?
Why would you wanna make the very first scar?
Why would you wanna break a perfectly good heart?

[Verse]
Maybe I should've seen the signs
Should've read the writing on the wall
And realized by the distance in your eyes that I would be the one to fall
No matter what you say, I still can't believe
That you would walk away
It don't make sense to me, but

[Chorus]
Why would you wanna break a perfectly good heart?
Why would you wanna take our love and tear it all apart, now?
Why would you wanna make the very first scar?
Why would you wanna break a perfectly good heart?

[Bridge]
It's not unbroken anymore
How do I get it back the way it was before?

[Chorus]
Why would you wanna break a perfectly good heart?
Why would you wanna take our love and tear it all apart, now?
Why would you wanna make the very first scar?
Why would you wanna break? Why would you wanna break it?
Why would you wanna break a perfectly good heart?
Why would you wanna take our love and tear it all apart, now?
Why would you wanna make the very first scar?
Why would you wanna break a perfectly good heart?"
A Place In This World,Taylor Swift,"[Verse 1]
I don't know what I want, so don't ask me
Cause I'm still trying to figure it out
Don't know what's down this road, I'm just walking
Trying to see through the rain coming down
Even though I'm not the only one
Who feels the way I do

[Chorus]
I'm alone, on my own, and that's all I know
I'll be strong, I'll be wrong, oh but life goes on
Oh, I'm just a girl, trying to find a place in this world

[Verse 2]
Got the radio on, my old blue jeans
And I'm wearing my heart on my sleeve
Feeling lucky today, got the sunshine
Could you tell me what more do I need
And tomorrow's just a mystery, oh yeah
But that's OK

[Chorus]
I'm alone, on my own, and that's all I know
I'll be strong, I'll be wrong, oh but life goes on
Oh, I'm just a girl, trying to find a place in this world

[Bridge]
Maybe I'm just a girl on a mission
But I'm ready to fly

[Chorus]
I'm alone, on my own, and that's all I know
I'll be strong, I'll be wrong, oh but life goes on
Oh I'm alone, on my own, and that's all I know
Oh I'm just a girl, trying to find a place in this world

[Outro]
Oh I'm just a girl
Oh I'm just a girl, oh, oh
Oh I'm just a girl"
Invisible,Taylor Swift,"[Verse 1]
She can't see the way your eyes
Light up when you smile
She'll never notice how you stop and stare
Whenever she walks by

[Pre-Chorus]
And you can't see me wanting you the way you want her
But you are everything to me

[Chorus]
And I just wanna show you
She don't even know you
She's never gonna love you like I want to
And you just see right through me
But if you only knew me
We could be a beautiful
Miracle
Unbelievable
Instead of just invisible

[Verse 2]
There's a fire inside of you
That can't help but shine through
She's never gonna see the light
No matter what you do

[Pre-Chorus]
And all I think about is how to make you think of me
And everything that we could be

[Chorus]
I just wanna show you
She don't even know you
She's never gonna love you like I want to
And you just see right through me
If you only knew me
We could be a beautiful
Miracle
Unbelievable
Instead of just invisible

[Bridge]
Like shadows in a faded light
Oh, we're invisible
I just wanna open your eyes
And make you realize

[Chorus - Variation]
I just wanna show you
She don't even know you
Baby, let me love you
Let me want you
You just see right through me
But if you only knew me
We could be a beautiful
Miracle
Unbelievable
Instead of just invisible

[Outro]
She can't see the way your eyes
Light up when you smile"
Mary’s Song (Oh My My My),Taylor Swift,"[Verse 1]
She said, I was seven and you were nine
I looked at you like the stars that shined
In the sky, the pretty lights
And our daddies used to joke about the two of us
Growing up and falling in love and our mamas smiled
And rolled their eyes and said, ""Oh my my my""

[Chorus]
Take me back to the house in the backyard tree
Said you'd beat me up, you were bigger than me
You never did, you never did
Take me back when our world was one block wide
I dared you to kiss me and ran when you tried
Just two kids, you and I
Oh my my my my

[Verse 2]
Well, I was sixteen when suddenly
I wasn't that little girl you used to see
But your eyes still shined like pretty lights
And our daddies used to joke about the two of us
They never believed we'd really fall in love
And our mamas smiled and rolled their eyes
And said, ""Oh my my my""

[Chorus]
Take me back to the creek beds we turned up
Two A.M. riding in your truck, and all I need is you next to me
Take me back to the time we had our very first fight
The slamming of doors instead of kissing goodnight
You stayed outside till the morning light
Oh my my my my

[Verse 3]
A few years had gone and come around
We were sitting at our favorite spot in town
And you looked at me, got down on one knee

[Chorus]
Take me back to the time when we walked down the aisle
Our whole town came and our mamas cried
You said ""I do"" and I did too
Take me home where we met so many years before
We'll rock our babies on that very front porch
After all this time, you and I

[Outro]
I'll be eighty-seven; you'll be eighty-nine
I'll still look at you like the stars that shine
In the sky, oh my my my"
Our Song,Taylor Swift,"[Verse 1]
I was riding shotgun with my hair undone
In the front seat of his car
He's got a one-hand feel on the steering wheel
The other on my heart
I look around, turn the radio down
He says, ""Baby, is something wrong?""
I say, ""Nothing, I was just thinking
How we don't have a song""
And he says

[Chorus]
Our song is the slamming screen door
Sneakin' out late, tapping on your window
When we're on the phone and you talk real slow
'Cause it's late and your mama don't know
Our song is the way you laugh
The first date: ""Man, I didn't kiss her, and I should have""
And when I got home 'fore I said amen
Asking God if he could play it again

[Verse 2]
I was walking up the front porch steps
After everything that day
Had gone all wrong and been trampled on
And lost and thrown away
Got to the hallway, well on my way
To my lovin' bed
I almost didn't notice all the roses
And the note that said

[Chorus]
Our song is the slamming screen door
Sneakin' out late, tapping on your window
When we're on the phone and you talk real slow
'Cause it's late and your mama don't know
Our song is the way you laugh
The first date: ""Man, I didn't kiss her, and I should have""
And when I got home 'fore I said amen
Asking God if he could play it again

[Bridge]
I've heard every album, listened to the radio
Waited for something to come along
That was as good as our song

[Chorus]
'Cause our song is the slamming screen door
Sneakin' out late, tapping on his window
When we're on the phone and he talks real slow
'Cause it's late and his mama don't know
Our song is the way he laughs
The first date: ""Man, I didn't kiss him, and I should have""
And when I got home 'fore I said amen
Asking God if he could play it again
Play it again

[Outro]
I was riding shotgun with my hair undone
In the front seat of his car
I grabbed a pen and an old napkin
And I wrote down our song"
Should’ve Said No,Taylor Swift,"[Verse 1]
It's strange to think the songs we used to sing
The smiles, the flowers, everything is gone
Yesterday I found out about you
Even now just looking at you: feels wrong

[Pre-Chorus]
You say that you'd take it all back, given one chance
It was a moment of weakness and you said, ""Yes""

[Chorus]
You should've said, ""No""
You should've gone home
You should've thought twice 'fore you let it all go
You should've known that word, 'bout what you did with her'd
Get back to me (Get back to me)
And I should've been there, in the back of your mind
I shouldn't be asking myself, ""Why?""
You shouldn't be begging for forgiveness at my feet
You should've said no, baby, and you might still have me

[Verse 2]
You can see that I've been crying
Baby, you know all the right things to say
But do you honestly expect me to believe
We could ever be the same?

[Pre-Chorus]
You say that the past is the past, you need one chance
It was a moment of weakness and you said, ""Yes""

[Chorus]
You should've said, ""No""
You should've gone home
You should've thought twice 'fore you let it all go
You should've known that word, 'bout what you did with her'd
Get back to me (Get back to me)
And I should've been there, in the back of your mind
I shouldn't be asking myself, ""Why?""
You shouldn't be begging for forgiveness at my feet
You should've said no, baby, and you might still have me

[Bridge]
I can't resist
Before you go tell me this
Was it worth it?
Was she worth this?
No no, no, no

[Chorus]
You should've said, ""No""
You should've gone home
You should've thought twice 'fore you let it all go
You should've known that word, 'bout what you did with her'd
Get back to me (Get back to me)
And I should've been there, in the back of your mind
I shouldn't be asking myself, ""Why?""
You shouldn't be begging for forgiveness at my feet
You should've said no, baby, and you might still have me"
Stay Beautiful,Taylor Swift,"[Verse 1]
Corey's eyes are like a jungle
He smiles, it's like the radio
He whispers songs into my window in words that nobody knows
These pretty girls on every corner
They watch him as he's walking home, saying, ""Does he know?""
Will you ever know?

[Chorus]
You're beautiful
Every little piece, love
And don't you know
You're really gonna be someone
Ask anyone
And when you find everything you looked for
I hope your life will lead you back to my door
Oh, but if it don't
Stay beautiful

[Verse 2]
Corey finds another way to be the highlight of my day
I'm taking pictures in my mind so I can save them for a rainy day
It's hard to make a conversation when he's taking my breath away
I should say
Hey, by the way

[Chorus]
You're beautiful
Every little piece, love
And don't you know
You're really gonna be someone
Ask anyone
And when you find everything you looked for
I hope your life will lead you back to my door
Oh, but if it don't
Stay beautiful

[Bridge]
If you and I are a story
That never gets told
If what you are is a daydream
I'll never get to hold
At least you'll know

[Chorus]
You're beautiful
Every little piece, love
And don't you know
You're really gonna be someone
Ask anyone
And when you find everything you looked for
I hope your life will lead you back to my front door
Oh, but if it don't
Will you stay
Beautiful, beautiful, beautiful?
Beautiful, beautiful, beautiful?

[Outro]
La la la
Oh, oh, oh, oh
Oh, but if it don't
Stay beautiful
Stay beautiful
Na, na, na, na, na"
Teardrops on My Guitar,Taylor Swift,"[Verse 1]
Drew looks at me
I fake a smile so he won't see
That I want and I'm needing
Everything that we should be

[Pre-Chorus 1]
I'll bet she's beautiful, that girl he talks about
And she's got everything that I have to live without

[Verse 2]
Drew talks to me
I laugh 'cause it's so damn funny
That I can't even see
Anyone when he's with me

[Pre-Chorus 2]
He says he's so in love, he's finally got it right
I wonder if he knows he's all I think about at night

[Chorus]
He's the reason for the teardrops on my guitar
The only thing that keeps me wishing on a wishing star
He's the song in the car
I keep singing, don't know why I do...

[Verse 3]
Drew walks by me
Can't he tell that I can't breathe?
And there he goes, so perfectly
The kind of flawless I wish I could be

[Pre-Chorus 3]
She'd better hold him tight, give him all her love
Look in those beautiful eyes and know she's lucky 'cause

[Chorus]
He's the reason for the teardrops on my guitar
The only thing that keeps me wishing on a wishing star
He's the song in the car
I keep singing, don't know why I do...

[Bridge]
So I drive home alone, as I turn off the light
I'll put his picture down and maybe get some sleep tonight

[Chorus]
'Cause he's the reason for the teardrops on my guitar
The only one who's got enough of me to break my heart
He's the song in the car
I keep singing, don't know why I do...

[Outro]
He's the time taken up, but there's never enough
And he's all that I need to fall into
Drew looks at me
I fake a smile so he won't see"
Teardrops on My Guitar (Pop Version),Taylor Swift,"[Verse 1]
Drew looks at me
I fake a smile so he won't see
What I want and I need
And everything that we should be

[Pre-Chorus 1]
I'll bet she's beautiful
That girl he talks about
And she's got everything
That I have to live without

[Verse 2]
Drew talks to me
I laugh 'cause it's just so funny
But I can't even see
Anyone when he's with me

[Pre-Chorus 2]
He says he's so in love
He's finally got it right
I wonder if he knows
He's all I think about at night

[Chorus]
He's the reason for the teardrops on my guitar
The only thing that keeps me wishing on a wishing star
He's the song in the car I keep singing
Don't know why I do

[Verse 3]
Drew walks by me
Can he tell that I can't breathe?
And there he goes, so perfectly
The kind of flawless I wish I could be

[Pre-Chorus 3]
She better hold him tight
Give him all her love
Look in those beautiful eyes
And know she's lucky 'cause

[Chorus]
He's the reason for the teardrops on my guitar
The only thing that keeps me wishing on a wishing star
He's the song in the car I keep singing
Don't know why I do

[Bridge]
So I drive home alone
As I turn out the light
I'll put his picture down
And maybe get some sleep tonight

[Chorus]
'Cause he's the reason for the teardrops on my guitar
The only one who's got enough of me to break my heart
He's the song in the car I keep singing
Don't know why I do

[Outro]
He's the time taken up, but there's never enough
And he's all that I need to fall into
Drew looks at me
I fake a smile so he won't see"
The Outside,Taylor Swift,"[Verse 1]
I didn't know what I would find
When I went looking for a reason, I know
I didn't read between the lines
And, baby, I've got nowhere to go
I tried to take the road less traveled by
But nothing seems to work the first few times
Am I right?

[Chorus]
So how can I ever try to be better?
Nobody ever lets me in
I can still see you, this ain't the best view
On the outside looking in
I've been a lot of lonely places
I've never been on the outside

[Verse 2]
You saw me there, but never knew
I would give it all up to be
A part of this, a part of you
And now it's all too late so you see
You could've helped if you had wanted to
But no one notices until it's too
Late to do anything

[Chorus]
So how can I ever try to be better?
Nobody ever lets me in
I can still see you, this ain't the best view
On the outside looking in
I've been a lot of lonely places
I've never been on the outside

[Bridge]
Oh yeah

[Chorus]
So how can I ever try to be better?
Nobody ever lets me in
I can still see you, this ain't the best view
On the outside looking in
I've been a lot of lonely places
I've never been on the outside

[Outro]
Oh-oh
Oh, oh-oh
Oh-oh
Oh-oh"
Tim McGraw,Taylor Swift,"[Verse 1]
He said the way my blue eyes shined
Put those Georgia stars to shame that night
I said, ""That's a lie""
Just a boy in a Chevy truck
That had a tendency of gettin' stuck
On backroads at night
And I was right there beside him all summer long
And then the time we woke up to find that summer gone

[Chorus]
But when you think Tim McGraw
I hope you think my favorite song
The one we danced to all night long
The moon like a spotlight on the lake
When you think happiness
I hope you think that little black dress
Think of my head on your chest
And my old faded blue jeans
When you think Tim McGraw
I hope you think of me

[Verse 2]
September saw a month of tears
And thankin' God that you weren't here
To see me like that
But in a box beneath my bed
Is a letter that you never read
From three summers back
It's hard not to find it all a little bittersweet
And lookin' back on all of that, it's nice to believe

[Chorus]
When you think Tim McGraw
I hope you think my favorite song
The one we danced to all night long
The moon like a spotlight on the lake
When you think happiness
I hope you think that little black dress
Think of my head on your chest
And my old faded blue jeans
When you think Tim McGraw
I hope you think of me

[Bridge]
And I'm back for the first time since then
I'm standin' on your street
And there's a letter left on your doorstep
And the first thing that you'll read is:
""When you think Tim McGraw
I hope you think my favorite song
Someday you'll turn your radio on
I hope it takes you back to that place""

[Chorus]
When you think happiness
I hope you think that little black dress
Think of my head on your chest
And my old faded blue jeans
When you think Tim McGraw
I hope you think of me
Oh, think of me
Mmmm

[Outro]
He said the way my blue eyes shine
Put those Georgia stars to shame that night
I said, ""That's a lie"""
​august,folklore,"[Verse 1]
Salt air, and the rust on your door
I never needed anything more
Whispers of ""Are you sure?""
""Never have I ever before""

[Chorus]
But I can see us lost in the memory
August slipped away into a moment in time
'Cause it was never mine
And I can see us twisted in bedsheets
August sipped away like a bottle of wine
'Cause you were never mine

[Verse 2]
Your back beneath the sun
Wishin' I could write my name on it
Will you call when you're back at school?
I remember thinkin' I had you

[Chorus]
But I can see us lost in the memory
August slipped away into a moment in time
'Cause it was never mine
And I can see us twisted in bedsheets
August sipped away like a bottle of wine
'Cause you were never mine

[Bridge]
Back when we were still changin' for the better
Wanting was enough
For me, it was enough
To live for the hope of it all
Cancel plans just in case you'd call
And say, ""Meet me behind the mall""
So much for summer love and saying ""us""
'Cause you weren't mine to lose
You weren't mine to lose, no

[Chorus]
But I can see us lost in the memory
August slipped away into a moment in time
'Cause it was never mine
And I can see us twisted in bedsheets
August sipped away like a bottle of wine
'Cause you were never mine

[Outro]
'Cause you were never mine
Never mine
But do you remember?
Remember when I pulled up and said ""Get in the car""
And then canceled my plans just in case you'd call?
Back when I was livin' for the hope of it all, for the hope of it all
""Meet me behind the mall""
(Remember when I pulled up and said ""Get in the car"")
(And then canceled my plans just in case you'd call?)
(Back when I was livin' for the hope of it all, for the hope of it all)
(""Meet me behind the mall"")
Remember when I pulled up and said ""Get in the car""
And then canceled my plans just in case you'd call?
Back when I was livin' for the hope of it all (For the hope of it all)
For the hope of it all, for the hope of it all
(For the hope of it all, for the hope of it all)"
​betty,folklore,"[Verse 1]
Betty, I won't make assumptions
About why you switched your homeroom, but
I think it's 'cause of me
Betty, one time I was riding on my skateboard
When I passed your house
It's like I couldn't breathe

[Pre-Chorus]
You heard the rumors from Inez
You can't believe a word she says
Most times, but this time it was true
The worst thing that I ever did
Was what I did to you

[Chorus]
But if I just showed up at your party
Would you have me? Would you want me?
Would you tell me to go fuck myself
Or lead me to the garden?
In the garden, would you trust me
If I told you it was just a summer thing?
I'm only seventeen, I don't know anything
But I know I miss you

[Verse 2]
Betty, I know where it all went wrong
Your favorite song was playing
From the far side of the gym
I was nowhere to be found
I hate the crowds, you know that
Plus, I saw you dance with him

[Pre-Chorus]
You heard the rumors from Inez
You can't believe a word she says
Most times, but this time it was true
The worst thing that I ever did
Was what I did to you

[Chorus]
But if I just showed up at your party
Would you have me? Would you want me?
Would you tell me to go fuck myself
Or lead me to the garden?
In the garden, would you trust me
If I told you it was just a summer thing?
I'm only seventeen, I don't know anything
But I know I miss you

[Bridge]
I was walking home on broken cobblestones
Just thinking of you when she pulled up like
A figment of my worst intentions
She said ""James, get in, let's drive""
Those days turned into nights
Slept next to her, but
I dreamt of you all summer long

[Verse 3]
Betty, I'm here on your doorstep
And I planned it out for weeks now
But it's finally sinkin' in
Betty, right now is the last time
I can dream about what happens when
You see my face again

[Pre-Chorus]
The only thing I wanna do
Is make it up to you
So I showed up at your party
Yeah, I showed up at your party

[Chorus]
Yeah, I showed up at your party
Will you have me? Will you love me?
Will you kiss me on the porch
In front of all your stupid friends?
If you kiss me, will it be just like I dreamed it?
Will it patch your broken wings?
I'm only seventeen, I don't know anything
But I know I miss you

[Outro]
Standing in your cardigan
Kissin' in my car again
Stopped at a streetlight
You know I miss you"
​cardigan,folklore,"[Verse 1]
Vintage tee, brand new phone
High heels on cobblestones
When you are young, they assume you know nothing
Sequin smile, black lipstick
Sensual politics
When you are young, they assume you know nothing

[Chorus]
But I knew you
Dancin' in your Levi's
Drunk under a streetlight, I
I knew you
Hand under my sweatshirt
Baby, kiss it better, I

[Refrain]
And when I felt like I was an old cardigan
Under someone's bed
You put me on and said I was your favorite

[Verse 2]
A friend to all is a friend to none
Chase two girls, lose the one
When you are young, they assume you know nothing

[Chorus]
But I knew you
Playing hide-and-seek and
Giving me your weekends, I
I knew you
Your heartbeat on the High Line
Once in twenty lifetimes, I

[Refrain]
And when I felt like I was an old cardigan
Under someone's bed
You put me on and said I was your favorite

[Bridge]
To kiss in cars and downtown bars
Was all we needed
You drew stars around my scars
But now I'm bleedin'

[Chorus]
'Cause I knew you
Steppin' on the last train
Marked me like a bloodstain, I
I knew you
Tried to change the ending
Peter losing Wendy, I
I knew you
Leavin' like a father
Running like water, I
And when you are young, they assume you know nothing

[Verse 3]
But I knew you'd linger like a tattoo kiss
I knew you'd haunt all of my what-ifs
The smell of smoke would hang around this long
'Cause I knew everything when I was young
I knew I'd curse you for the longest time
Chasin' shadows in the grocery line
I knew you'd miss me once the thrill expired
And you'd be standin' in my front porch light
And I knew you'd come back to me
You'd come back to me
And you'd come back to me
And you'd come back

[Refrain]
And when I felt like I was an old cardigan
Under someone's bed
You put me on and said I was your favorite"
​epiphany,folklore,"[Verse 1]
Keep your helmet, keep your life, son
Just a flesh wound, here's your rifle
Crawling up the beaches now
""Sir, I think he's bleeding out""
And some things you just can't speak about

[Chorus]
With you I serve, with you I fall down, down
Watch you breathe in, watch you breathing out, out

[Verse 2]
Something med school did not cover
Someone's daughter, someone's mother
Holds your hand through plastic now
""Doc, I think she's crashing out""
And some things you just can't speak about

[Bridge]
Only twenty minutes to sleep
But you dream of some epiphany
Just one single glimpse of relief
To make some sense of what you've seen

[Chorus]
With you I serve, with you I fall down, down (Down)
Watch you breathe in, watch you breathing out, out
With you I serve (With you I serve), with you I fall down (Down), down (Down)
Watch you breathe in (Watch you breathe in), watch you breathing out (Out), out (Out)

[Outro]
Only twenty minutes to sleep
But you dream of some epiphany
Just one single glimpse of relief
To make some sense of what you've seen"
​exile,folklore,"[Verse 1: Justin Vernon]
I can see you standing, honey
With his arms around your body
Laughin', but the joke's not funny at all
And it took you five whole minutes
To pack us up and leave me with it
Holdin' all this love out here in the hall

[Chorus: Justin Vernon]
I think I've seen this film before
And I didn't like the ending
You're not my homeland anymore
So what am I defending now?
You were my town, now I'm in exile, seein' you out
I think I've seen this film before

[Post-Chorus: Justin Vernon]
Ooh, ooh, ooh

[Verse 2: Taylor Swift]
I can see you starin', honey
Like he's just your understudy
Like you'd get your knuckles bloody for me
Second, third, and hundredth chances
Balancin' on breaking branches
Those eyes add insult to injury

[Chorus: Taylor Swift]
I think I've seen this film before
And I didn't like the ending
I'm not your problem anymore
So who am I offending now?
You were my crown, now I'm in exile, seein' you out
I think I've seen this film before
So I'm leaving out the side door

[Bridge: Justin Vernon, Taylor Swift & Both]
So step right out, there is no amount
Of crying I can do for you
All this time
We always walked a very thin line
You didn't even hear me out (You didn't even hear me out)
You never gave a warning sign (I gave so many signs)
All this time
I never learned to read your mind (Never learned to read my mind)
I couldn't turn things around (You never turned things around)
'Cause you never gave a warning sign (I gave so many signs)
So many signs, so many signs
You didn't even see the signs

[Chorus: Taylor Swift & Justin Vernon, Taylor Swift]
I think I've seen this film before
And I didn't like the ending
You're not my homeland anymore
So what am I defending now?
You were my town, now I'm in exile, seein' you out
I think I've seen this film before
So I'm leavin' out the side door

[Outro: Justin Vernon & Taylor Swift]
So step right out, there is no amount
Of crying I can do for you
All this time
We always walked a very thin line
You didn't even hear me out (Didn't even hear me out)
You never gave a warning sign (I gave so many signs)
All this time
I never learned to read your mind (Never learned to read my mind)
I couldn't turn things around (You never turned things around)
'Cause you never gave a warning sign (I gave so many signs)
You never gave a warning sign (All this time)
(So many times) I never learned to read your mind
(So many signs) I couldn't turn things around (I couldn't turn things around)
'Cause you never gave a warning sign (You never gave a warning sign)
You never gave a warning sign
Ah, ah"
​hoax,folklore,"[Verse 1]
My only one
My smoking gun
My eclipsed sun
This has broken me down
My twisted knife
My sleepless night
My winless fight
This has frozen my ground

[Chorus]
Stood on the cliffside screaming, ""Give me a reason""
Your faithless love's the only hoax I believe in
Don't want no other shade of blue but you
No other sadness in the world would do

[Verse 2]
My best laid plan
Your sleight of hand
My barren land
I am ash from your fire

[Chorus]
Stood on the cliffside screaming, ""Give me a reason""
Your faithless love's the only hoax I believe in
Don't want no other shade of blue but you
No other sadness in the world would do

[Bridge]
You know I left a part of me back in New York
You knew the hero died so what's the movie for?
You knew it still hurts underneath my scars
From when they pulled me apart
You knew the password so I let you in the door
You knew you won so what's the point of keeping score?
You knew it still hurts underneath my scars
From when they pulled me apart
But what you did was just as dark
(Ah, ah, ah)
Darling, this was just as hard
As when they pulled me apart

[Outro]
My only one
My kingdom come undone
My broken drum
You have beaten my heart
Don't want no other shade of blue but you
No other sadness in the world would do"
​illicit affairs,folklore,"[Verse 1]
Make sure nobody sees you leave
Hood over your head, keep your eyes down
Tell your friends you're out for a run
You'll be flushed when you return
Take the road less traveled by
Tell yourself you can always stop
What started in beautiful rooms
Ends with meetings in parking lots

[Chorus]
And that's the thing about illicit affairs
And clandestine meetings and longing stares
It's born from just one single glance
But it dies and it dies and it dies
A million little times

[Verse 2]
Leave the perfume on the shelf
That you picked out just for him
So you leave no trace behind
Like you don't even exist
Take the words for what they are
A dwindling, mercurial high
A drug that only worked
The first few hundred times

[Chorus]
And that's the thing about illicit affairs
And clandestine meetings and stolen stares
They show their truth one single time
But they lie and they lie and they lie
A million little times

[Bridge]
And you wanna scream
Don't call me ""kid,"" don't call me ""baby""
Look at this godforsaken mess that you made me
You showed me colors you know I can't see with anyone else
Don't call me ""kid,"" don't call me ""baby""
Look at this idiotic fool that you made me
You taught me a secret language I can't speak with anyone else

[Outro]
And you know damn well
For you, I would ruin myself
A million little times"
​invisible string,folklore,"[Verse 1]
Green was the color of the grass
Where I used to read at Centennial Park
I used to think I would meet somebody there
Teal was the color of your shirt
When you were sixteen at the yogurt shop
You used to work at to make a little money

[Chorus]
Time, curious time
Gave me no compasses, gave me no signs
Were there clues I didn't see?
And isn't it just so pretty to think
All along there was some
Invisible string
Tying you to me?
Ooh-ooh-ooh-ooh

[Verse 2]
Bad was the blood of the song in the cab
On your first trip to LA
You ate at my favorite spot for dinner
Bold was the waitress on our three-year trip
Getting lunch down by the Lakes
She said I looked like an American singer

[Chorus]
Time, mystical time
Cutting me open, then healing me fine
Were there clues I didn't see?
And isn't it just so pretty to think
All along there was some
Invisible string
Tying you to me?
Ooh-ooh-ooh-ooh

[Bridge]
A string that pulled me
Out of all the wrong arms, right into that dive bar
Something wrapped all of my past mistakes in barbed wire
Chains around my demons
Wool to brave the seasons
One single thread of gold
Tied me to you

[Verse 3]
Cold was the steel of my axe to grind
For the boys who broke my heart
Now I send their babies presents
Gold was the color of the leaves
When I showed you around Centennial Park
Hell was the journey but it brought me heaven

[Chorus]
Time, wondrous time
Gave me the blues and then purple-pink skies
And it's cool
Baby, with me
And isn't it just so pretty to think
All along there was some
Invisible string
Tying you to me?
Ooh-ooh-ooh-ooh
Me
Ooh-ooh-ooh-ooh

[Outro]
(Ah-ah-ah)
(Ah-ah-ah)"
​mad woman,folklore,"[Verse 1]
What did you think I'd say to that?
Does a scorpion sting when fighting back?
They strike to kill, and you know I will
You know I will
What do you sing on your drive home?
Do you see my face in the neighbor's lawn?
Does she smile?
Or does she mouth, ""Fuck you forever""?

[Pre-Chorus]
Every time you call me crazy, I get more crazy
What about that?
And when you say I seem angry, I get more angry

[Chorus]
And there's nothing like a mad woman
What a shame she went mad
No one likes a mad woman
You made her like that
And you'll poke that bear 'til her claws come out
And you find something to wrap your noose around
And there's nothing like a mad woman

[Verse 2]
Now I breathe flames each time I talk
My cannons all firin' at your yacht
They say ""move on,"" but you know I won't
And women like hunting witches too
Doing your dirtiest work for you
It's obvious that wanting me dead
Has really brought you two together

[Pre-Chorus]
Every time you call me crazy, I get more crazy
What about that?
And when you say I seem angry, I get more angry

[Chorus]
And there's nothing like a mad woman
What a shame she went mad
No one likes a mad woman
You made her like that
And you'll poke that bear 'til her claws come out
And you find something to wrap your noose around
And there's nothing like a mad woman

[Bridge]
I'm taking my time, taking my time
'Cause you took everything from me
Watching you climb, watching you climb
Over people like me
The master of spin has a couple side flings
Good wives always know
She should be mad, should be scathing like me, but

[Outro]
No one likes a mad woman
What a shame she went mad
You made her like that"
​mirrorball,folklore,"[Verse 1]
I want you to know
I'm a mirrorball
I'll show you every version of yourself tonight
I'll get you out on the floor
Shimmering beautiful
And when I break, it's in a million pieces

[Chorus]
Hush, when no one is around, my dear
You'll find me on my tallest tiptoes
Spinning in my highest heels, love
Shining just for you
Hush, I know they said the end is near
But I'm still on my tallest tiptoes
Spinning in my highest heels, love
Shining just for you

[Verse 2]
I want you to know
I'm a mirrorball
I can change everything about me to fit in
You are not like the regulars
The masquerade revelers
Drunk as they watch my shattered edges glisten

[Chorus]
Hush, when no one is around, my dear
You'll find me on my tallest tiptoes
Spinning in my highest heels, love
Shining just for you
Hush, I know they said the end is near
But I'm still on my tallest tiptoes
Spinning in my highest heels, love
Shining just for you

[Bridge]
And they called off the circus, burned the disco down
When they sent home the horses and the rodeo clowns
I'm still on that tightrope
I'm still trying everything to get you laughing at me
And I'm still a believer, but I don't know why
I've never been a natural, all I do is try, try, try
I'm still on that trapeze
I'm still trying everything to keep you looking at me

[Outro]
Because I'm a mirrorball
I'm a mirrorball
And I'll show you every version of yourself tonight"
